Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,Level_10,Level_11,Level_12,Level_13,FileCount,PercentFiles,BaseFileName
GraphProperties,GraphLayout,Frame,BorderWidth,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BorderEffect,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,Mode,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,Luminosity,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,FillDirection,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,FillPattern,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,PrimaryCol,Col,Red,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,PrimaryCol,Col,Green,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,PrimaryCol,Col,Blue,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,PrimaryCol,Col,Alpha,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,PrimaryCol,IsCalculated,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,PrimaryCol,ColorExpr,v,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,SecondaryCol,Col,Red,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,SecondaryCol,Col,Green,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,SecondaryCol,Col,Blue,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,SecondaryCol,Col,Alpha,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,SecondaryCol,IsCalculated,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,SecondaryCol,ColorExpr,v,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Color,Alpha,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Font,FontName,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Font,PointSize1000,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Font,Underline,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Font,Bold,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Font,Italic,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Font,DropShadow,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Font,AntiAlias,OBSOLETE,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,CaptionFont,FontName,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,CaptionFont,PointSize1000,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,CaptionFont,Underline,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,CaptionFont,Bold,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,CaptionFont,Italic,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,CaptionFont,DropShadow,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,CaptionFont,AntiAlias,OBSOLETE,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Name,v,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,InternalCtlNo,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Rect,Left,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Rect,Top,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Rect,Width,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Rect,Height,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Bmp,OBSOLETE,@enctype,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BmpMode,OBSOLETE,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,MinimizedRect,Left,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,MinimizedRect,Top,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,MinimizedRect,Width,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,MinimizedRect,Height,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ShowMode,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Detached,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,AllowMinimize,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,AutoMinimize,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,AllowMaximize,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,AllowInfo,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,PrintIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,CopyIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,XLIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,SearchIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,SelectPossibleIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,SelectExcludedIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,SelectAllIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ClearIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ClearOtherIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,LockIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,HelpText,v,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ObjectId,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ZedLevel,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ShrinkFrameToData,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ShowCaption,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,MultiLine,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,Mode,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,Luminosity,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,FillDirection,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,FillPattern,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,PrimaryCol,Col,Red,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,PrimaryCol,Col,Green,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,PrimaryCol,Col,Blue,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,PrimaryCol,Col,Alpha,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,PrimaryCol,IsCalculated,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,PrimaryCol,ColorExpr,v,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,SecondaryCol,Col,Red,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,SecondaryCol,Col,Green,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,SecondaryCol,Col,Blue,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,SecondaryCol,Col,Alpha,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,SecondaryCol,IsCalculated,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,SecondaryCol,ColorExpr,v,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveBgColor,Alpha,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,Mode,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,Luminosity,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,FillDirection,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,FillPattern,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,PrimaryCol,Col,Red,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,PrimaryCol,Col,Green,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,PrimaryCol,Col,Blue,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,PrimaryCol,Col,Alpha,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,PrimaryCol,IsCalculated,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,PrimaryCol,ColorExpr,v,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,SecondaryCol,Col,Red,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,SecondaryCol,Col,Green,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,SecondaryCol,Col,Blue,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,SecondaryCol,Col,Alpha,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,SecondaryCol,IsCalculated,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,SecondaryCol,ColorExpr,v,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,BgColor,Alpha,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,Mode,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,Luminosity,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,FillDirection,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,FillPattern,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,PrimaryCol,Col,Red,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,PrimaryCol,Col,Green,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,PrimaryCol,Col,Blue,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,PrimaryCol,Col,Alpha,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,PrimaryCol,IsCalculated,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,PrimaryCol,ColorExpr,v,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,SecondaryCol,Col,Red,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,SecondaryCol,Col,Green,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,SecondaryCol,Col,Blue,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,SecondaryCol,Col,Alpha,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,SecondaryCol,IsCalculated,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,SecondaryCol,ColorExpr,v,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ActiveFgColor,Alpha,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,Mode,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,Luminosity,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,FillDirection,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,FillPattern,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,PrimaryCol,Col,Red,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,PrimaryCol,Col,Green,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,PrimaryCol,Col,Blue,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,PrimaryCol,Col,Alpha,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,PrimaryCol,IsCalculated,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,PrimaryCol,ColorExpr,v,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,SecondaryCol,Col,Red,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,SecondaryCol,Col,Green,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,SecondaryCol,Col,Blue,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,SecondaryCol,Col,Alpha,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,SecondaryCol,IsCalculated,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,SecondaryCol,ColorExpr,v,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FgColor,Alpha,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FixCorner,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,FixCornerSize,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,RelCornerSize,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Power,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,RoundedShape,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,EnableTopLeftRounded,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,EnableTopRightRounded,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,EnableBottomLeftRounded,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,EnableBottomRightRounded,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Light,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Dark,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Rainbow,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,TextAdjustHorizontal,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,TextAdjustVertical,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Show,Always,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Show,Expression,v,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,OnActivateMacro,OBSOLETE,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,OnDeactivateMacro,OBSOLETE,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,AllowMoveSize,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,AllowCopyClone,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,dummy,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,CustomObjectGuid,@enctype,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,CustomObjectProperties,@enctype,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollBkgColor,Col,Red,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollBkgColor,Col,Green,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollBkgColor,Col,Blue,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollBkgColor,Col,Alpha,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollBkgColor,IsCalculated,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollBkgColor,ColorExpr,v,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollButtonColor,Col,Red,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollButtonColor,Col,Green,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollButtonColor,Col,Blue,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollButtonColor,Col,Alpha,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollButtonColor,IsCalculated,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollButtonColor,ColorExpr,v,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollStyle,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ScrollWidth,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,Mode,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,Luminosity,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,FillDirection,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,FillPattern,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,PrimaryCol,Col,Red,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,PrimaryCol,Col,Green,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,PrimaryCol,Col,Blue,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,PrimaryCol,Col,Alpha,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,PrimaryCol,IsCalculated,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,PrimaryCol,ColorExpr,v,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,SecondaryCol,Col,Red,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,SecondaryCol,Col,Green,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,SecondaryCol,Col,Blue,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,SecondaryCol,Col,Alpha,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,SecondaryCol,IsCalculated,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,SecondaryCol,ColorExpr,v,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconColor,OBSOLETE,Alpha,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,IconStyle,OBSOLETE,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,AllowModify,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,CopyImageIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,PreserveScrollPosition,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ShadowIntensity,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,OnActivateActionItems,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,OnDeactivateActionItems,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Extension,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,Mode,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,Luminosity,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,FillDirection,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,FillPattern,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,PrimaryCol,Col,Red,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,PrimaryCol,Col,Green,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,PrimaryCol,Col,Blue,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,PrimaryCol,Col,Alpha,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,PrimaryCol,IsCalculated,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,PrimaryCol,ColorExpr,v,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,SecondaryCol,Col,Red,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,SecondaryCol,Col,Green,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,SecondaryCol,Col,Blue,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,SecondaryCol,Col,Alpha,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,SecondaryCol,IsCalculated,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,SecondaryCol,ColorExpr,v,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,Color,Alpha,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,ImageBlob,@enctype,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,ImageLayout,StretchMode,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,ImageLayout,HorizontalAdjust,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,ImageLayout,VerticalAdjust,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,ImageLayout,Alpha,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,UseColor,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,Background,UseImage,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,MenuIcon,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ExtendedProperties,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,ExtendedValues,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,Frame,StateName,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,ReadOnly,,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Bar,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Pie,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Line,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Combo,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Scatter,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Pivot,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Straight,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Gauge,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Radar,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Grid,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Block,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Funnel,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,FastChange,Mekko,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,WindowTitle,v,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,GraphMode,,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,TotalString,v,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,OtherString,OBSOLETE,v,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,ErrorMessageOverrides,,,,,,,,,,,1,4.55,CH
GraphProperties,GraphLayout,MiniChartLook,,,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],Definition,v,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],Enable,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],Present,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],Relative,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],BrutalSum,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],AggregationMode,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],Accumulate,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],UsePartialSum,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],SortCriteria,SortByState,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],SortCriteria,SortByFrequency,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],SortCriteria,SortByNumeric,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],SortCriteria,SortByAscii,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],SortCriteria,SortByLoadOrder,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],SortCriteria,SortByExpression,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],SortCriteria,Expression,v,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],SortCriteria,SortByGreyness,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],Active,OBSOLETE,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],Hidden,OBSOLETE,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],CycleGroup,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],Show,Type,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],Show,Expression,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[0],Comment,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],Definition,v,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],Enable,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],Present,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],Relative,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],BrutalSum,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],AggregationMode,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],Accumulate,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],UsePartialSum,,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],SortCriteria,SortByState,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],SortCriteria,SortByFrequency,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],SortCriteria,SortByNumeric,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],SortCriteria,SortByAscii,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],SortCriteria,SortByLoadOrder,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],SortCriteria,SortByExpression,,,,,,,,1,4.55,CH
GraphProperties,,ExpressionDatas,ExpressionData[1],SortCriteria,Expression,v,,,,,,,1,4.55,CH
